,Memory Error,Number Edges,Number Nodes,Number Evidence,Number MAP variables: ,Heuristic,Instantiation,rows multiplied,rows summed out,rows maxed out,seconds elapsed
0,No,8,9,0,5,mindegree,"   l2n1  l1n0  l1n2  l0n0  l0n2         p
0  True  True  True  True  True  0.203112",51,32,37,0.0381779670715332
0,No,13,9,0,5,mindegree,"          p   l2n1  l2n0  l0n0  l0n1   l1n0
2  0.146265  False  True  True  True  False",191,160,68,0.05115485191345215
0,No,10,9,0,5,mindegree,"          p  l2n1   l0n0  l2n0
0  0.346795  True  False  True",100,80,14,0.03393983840942383
0,No,11,9,0,5,mindegree,"          p  l2n2   l2n1  l0n2  l1n2
1  0.142924  True  False  True  True",78,48,33,0.03431296348571777
0,No,13,9,0,5,mindegree,"         p  l0n2   l1n1  l0n1   l1n2
2  0.22617  True  False  True  False",61,32,33,0.029887914657592773
0,No,10,9,0,5,mindegree,"          p   l1n1   l2n2  l1n0  l2n0   l0n0
1  0.181391  False  False  True  True  False",38,16,27,0.036682844161987305
0,No,12,9,0,5,mindegree,"          p  l1n0  l2n2   l0n0  l0n1
1  0.203905  True  True  False  True",75,64,31,0.03447675704956055
0,No,8,9,0,5,mindegree,"   l0n2  l1n1   l1n0         p
0  True  True  False  0.379162",4,0,8,0.012574911117553711
0,No,13,9,0,5,mindegree,"          p   l0n0  l0n1   l2n1   l2n0
0  0.318788  False  True  False  False",184,144,32,0.044345855712890625
0,No,11,9,0,5,mindegree,"   l0n0  l1n0  l0n2        p
0  True  True  True  0.32853",4,4,6,0.014044046401977539
0,No,14,9,0,5,mindegree,"        p  l2n0  l1n2  l0n2
1  0.2146  True  True  True",91,80,15,0.034050941467285156
0,No,11,9,0,5,mindegree,"          p   l1n2  l1n0   l2n2  l0n0
1  0.223241  False  True  False  True",76,56,24,0.037467002868652344
0,No,10,9,0,5,mindegree,"   l2n2  l1n1   l2n0  l1n0         p
0  True  True  False  True  0.131467",176,128,16,0.03877615928649902
0,No,11,9,0,5,mindegree,"          p  l1n0  l0n0   l1n1  l0n2
4  0.247869  True  True  False  True",62,32,36,0.030740022659301758
0,No,12,9,0,5,mindegree,"          p  l1n2   l1n1  l0n2   l2n1  l2n2
2  0.180916  True  False  True  False  True",193,128,75,0.05203890800476074
0,No,11,9,0,5,mindegree,"          p  l1n2  l2n0   l0n1  l1n0
0  0.430391  True  True  False  True",72,56,30,0.04073810577392578
0,No,12,9,0,5,random,"          p   l2n1  l0n1   l0n0  l2n0
0  0.321364  False  True  False  True",100,88,18,0.04137086868286133
0,No,8,9,0,5,random,"   l2n1   l0n0   l1n1  l2n0         p
0  True  False  False  True  0.088634",76,60,17,0.037795066833496094
0,No,10,9,0,5,random,"          p  l2n0  l1n2  l0n1   l0n2
1  0.144938  True  True  True  False",25,16,19,0.029731273651123047
0,No,13,9,0,5,random,"          p   l1n0  l1n2  l0n0  l2n1
0  0.225028  False  True  True  True",158,128,34,0.039756059646606445
0,No,10,9,0,5,random,"          p   l1n2  l2n0  l2n1   l2n2
0  0.215285  False  True  True  False",404,352,36,0.05154299736022949
0,No,10,9,0,5,random,"   l2n1  l0n0   l2n0   l0n1  l1n0         p
0  True  True  False  False  True  0.228412",40,24,20,0.03694009780883789
0,No,9,9,0,5,random,"          p  l2n1   l2n2   l1n0
0  0.293447  True  False  False",46,40,10,0.026578903198242188
0,No,15,9,0,5,random,"         p  l1n0  l0n2   l2n1
0  0.34129  True  True  False",124,112,14,0.03484606742858887
0,No,12,9,0,5,random,"          p   l1n2  l1n0  l2n1   l0n0
1  0.222578  False  True  True  False",48,16,40,0.03365516662597656
0,No,11,9,0,5,random,"    l0n1  l1n1  l0n0  l0n2         p
0  False  True  True  True  0.299501",10,0,16,0.021357059478759766
0,No,14,9,0,5,random,"          p   l0n2  l2n0   l0n0   l1n2
0  0.209906  False  True  False  False",236,224,30,0.04045987129211426
0,No,9,9,0,5,random,"          p  l1n0  l2n2   l1n1
3  0.403547  True  True  False",28,16,16,0.02376389503479004
0,No,12,9,0,5,random,"          p   l0n1   l2n1   l1n1   l0n0
0  0.259693  False  False  False  False",163,128,31,0.0396270751953125
0,No,9,9,0,5,random,"         p  l0n1   l2n2   l2n1  l0n2
0  0.19308  True  False  False  True",202,168,30,0.04344511032104492
0,No,16,9,0,5,random,"          p   l2n1   l0n2  l2n0   l1n2
1  0.179682  False  False  True  False",176,144,34,0.0442349910736084
0,No,10,9,0,5,random,"          p   l0n0   l1n2  l1n1   l2n1
0  0.246113  False  False  True  False",68,48,28,0.033679962158203125
0,No,11,9,0,5,random,"          p   l0n1   l1n2  l2n1  l0n0   l1n1
1  0.150576  False  False  True  True  False",214,128,69,0.046617984771728516
0,No,14,9,0,5,random,"          p  l0n1  l2n0  l1n1
0  0.267511  True  True  True",176,176,14,0.03548169136047363
0,No,11,9,0,5,random,"          p   l0n0  l2n0   l2n2   l1n0
1  0.325056  False  True  False  False",90,64,18,0.03461790084838867
0,No,15,9,0,5,random,"          p   l0n2  l2n2  l1n1
0  0.341443  False  True  True",136,144,14,0.0349581241607666
0,No,13,9,0,5,random,"          p   l1n1  l0n2   l0n0  l2n2  l2n1
1  0.185094  False  True  False  True  True",188,96,71,0.04942011833190918
0,No,13,9,0,5,random,"          p   l0n0   l2n0  l1n0   l2n2   l2n1
1  0.079882  False  False  True  False  False",560,480,40,0.05653691291809082
